"736967982170181632","#rsa16 #p12 scholar-advocates: practical, praxis, and situated rhetorics as researchers; women fire-fighters and re-hypermasculinization"
"736945728979881984","female soldiers strip femininity to embody masculinity to be read as soldiers. #rsa16 #o4"
